"loss","learning_rate","epoch","perplexity","steps","samples"
1.1146,5e-05,0.29,3.048348595843939,16750,134000
1.1146,5e-05,0.29,3.048348595843939,16750,134000
1.0899,5e-05,0.29,2.973976660026684,16800,134400
1.0899,5e-05,0.29,2.973976660026684,16800,134400
1.1236,5e-05,0.29,3.0759075625338648,16850,134800
1.1236,5e-05,0.29,3.0759075625338648,16850,134800
1.0751,5e-05,0.29,2.9302859144742075,16900,135200
1.0751,5e-05,0.29,2.9302859144742075,16900,135200
1.0905,5e-05,0.29,2.975761581445578,16950,135600
1.0905,5e-05,0.29,2.975761581445578,16950,135600
1.1108,5e-05,0.29,3.036786852404894,17000,136000
1.1108,5e-05,0.29,3.036786852404894,17000,136000
1.1237,5e-05,0.29,3.0762151686701684,17050,136400
1.1051,5e-05,0.3,3.019526406350075,17100,136800
1.0873,5e-05,0.3,2.9662543640456156,17150,137200
1.0722,5e-05,0.3,2.92180039527201,17200,137600
1.1566,5e-05,0.3,3.179105919913286,17250,138000
1.0403,5e-05,0.3,2.830065906783363,17300,138400
1.1345,5e-05,0.3,3.1096183449655594,17350,138800
1.0969,5e-05,0.3,2.994867529385312,17400,139200
1.0755,5e-05,0.3,2.9314582632941297,17450,139600
1.1066,5e-05,0.3,3.024059094625928,17500,140000
1.1037,5e-05,0.3,3.0153020271366158,17550,140400
1.0775,5e-05,0.3,2.9373270466478107,17600,140800
1.0422,5e-05,0.3,2.8354481435119876,17650,141200
1.0946,5e-05,0.31,2.9879872494227393,17700,141600
1.1222,5e-05,0.31,3.0716043049295063,17750,142000
1.1047,5e-05,0.31,3.0183188373174423,17800,142400
1.0812,5e-05,0.31,2.9482152875444014,17850,142800
1.0815,5e-05,0.31,2.9490998848136205,17900,143200
1.0463,5e-05,0.31,2.847097345445765,17950,143600
1.0722,5e-05,0.31,2.92180039527201,18000,144000
1.131,5e-05,0.31,3.098753704969158,18050,144400
1.0985,5e-05,0.31,2.999663152908081,18100,144800
1.1124,5e-05,0.31,3.0416496005298557,18150,145200
1.0711,5e-05,0.31,2.918588181878475,18200,145600
1.0983,5e-05,0.32,2.9990632802667627,18250,146000
1.0744,5e-05,0.32,2.9282354320866397,18300,146400
1.1318,5e-05,0.32,3.1012336997987986,18350,146800
1.1176,5e-05,0.32,3.057507372928015,18400,147200
1.0902,5e-05,0.32,2.9748689868670253,18450,147600
1.1124,5e-05,0.32,3.0416496005298557,18500,148000
1.1001,5e-05,0.32,3.004466455570159,18550,148400
1.08,5e-05,0.32,2.944679551065524,18600,148800
1.0618,5e-05,0.32,2.891571135776459,18650,149200
1.093,5e-05,0.32,2.9832102924083586,18700,149600
1.102,5e-05,0.32,3.0101803683339323,18750,150000
1.104,5e-05,0.32,3.0162067534469186,18800,150400
1.0805,5e-05,0.33,2.9461522589873557,18850,150800
1.0657,5e-05,0.33,2.9028702822198875,18900,151200
1.035,5e-05,0.33,2.8151062356240635,18950,151600
1.0542,5e-05,0.33,2.869678492565248,19000,152000
1.1089,5e-05,0.33,3.031022435315688,19050,152400
1.0757,5e-05,0.33,2.9320446135798632,19100,152800
1.0292,5e-05,0.33,2.7988258781334103,19150,153200
1.1232,5e-05,0.33,3.07467744554865,19200,153600
1.0451,5e-05,0.33,2.8436828777216006,19250,154000
1.1018,5e-05,0.33,3.009578392459859,19300,154400
1.0841,5e-05,0.33,2.956777521116262,19350,154800
1.0656,5e-05,0.34,2.902580009705533,19400,155200
1.1372,5e-05,0.34,3.118025659263826,19450,155600
1.0714,5e-05,0.34,2.9194638896826413,19500,156000
1.0962,5e-05,0.34,2.9927718556861107,19550,156400
1.067,5e-05,0.34,2.9066464675754413,19600,156800
1.0655,5e-05,0.34,2.902289766216978,19650,157200
1.0571,5e-05,0.34,2.878012638864975,19700,157600
1.0304,5e-05,0.34,2.8021864851481064,19750,158000
1.0563,5e-05,0.34,2.8757111494723864,19800,158400
1.0781,5e-05,0.34,2.939089971700428,19850,158800
1.0735,5e-05,0.34,2.9256012057774106,19900,159200
1.1076,5e-05,0.34,3.0270846662542366,19950,159600
1.0918,5e-05,0.35,2.9796325871099727,20000,160000
1.0752,5e-05,0.35,2.930578957717573,20050,160400
1.0455,5e-05,0.35,2.8448205783976555,20100,160800
1.083,5e-05,0.35,2.9535268540377024,20150,161200
1.0584,5e-05,0.35,2.8817564882703546,20200,161600
1.0599,5e-05,0.35,2.8860823666004056,20250,162000
1.1468,5e-05,0.35,3.1481028450923034,20300,162400
1.0596,5e-05,0.35,2.8852166717511456,20350,162800
1.0648,5e-05,0.35,2.900258874275734,20400,163200
1.0634,5e-05,0.35,2.896201352779524,20450,163600
1.0753,5e-05,0.35,2.930872030266728,20500,164000
1.0429,5e-05,0.36,2.8374336520593624,20550,164400
1.0641,5e-05,0.36,2.8982294034613965,20600,164800
1.0907,5e-05,0.36,2.976356793281066,20650,165200
1.04,5e-05,0.36,2.82921701435156,20700,165600
1.0392,5e-05,0.36,2.826954545848144,20750,166000
1.0632,5e-05,0.36,2.8956221704291334,20800,166400
1.0456,5e-05,0.36,2.8451050746800726,20850,166800
1.04,5e-05,0.36,2.82921701435156,20900,167200
1.0729,5e-05,0.36,2.9238463715568557,20950,167600
1.0514,5e-05,0.36,2.8616546314339044,21000,168000
1.0773,5e-05,0.36,2.936739639981106,21050,168400
1.0747,5e-05,0.36,2.929114034500038,21100,168800
1.0751,5e-05,0.37,2.9302859144742075,21150,169200
1.0429,5e-05,0.37,2.8374336520593624,21200,169600
1.1068,5e-05,0.37,3.024663966930067,21250,170000
0.9934,5e-05,0.37,2.700400242534875,21300,170400
1.0318,5e-05,0.37,2.8061122936520513,21350,170800
1.0509,5e-05,0.37,2.860224161765406,21400,171200
1.0093,5e-05,0.37,2.743679766821724,21450,171600
1.0324,5e-05,0.37,2.8077964662294903,21500,172000
1.0897,5e-05,0.37,2.973381924170246,21550,172400
1.0711,5e-05,0.37,2.918588181878475,21600,172800
1.0812,5e-05,0.37,2.9482152875444014,21650,173200
1.026,5e-05,0.37,2.789883950038779,21700,173600
1.0487,5e-05,0.38,2.85393858527884,21750,174000
1.0171,5e-05,0.38,2.765164149168377,21800,174400
1.0631,5e-05,0.38,2.8953326226897187,21850,174800
1.027,5e-05,0.38,2.7926752293958894,21900,175200
0.9648,5e-05,0.38,2.624262751435534,21950,175600
1.0685,5e-05,0.38,2.9110097088896825,22000,176000
1.0422,5e-05,0.38,2.8354481435119876,22050,176400
1.0391,5e-05,0.38,2.826671864527861,22100,176800
1.0559,5e-05,0.38,2.8745610950388185,22150,177200
1.023,5e-05,0.38,2.78152684012137,22200,177600
1.0325,5e-05,0.38,2.8080772599155637,22250,178000
1.0081,5e-05,0.39,2.740389325761027,22300,178400
1.0352,5e-05,0.39,2.8156693131770667,22350,178800
1.0394,5e-05,0.39,2.827519993300175,22400,179200
1.0308,5e-05,0.39,2.803307583946977,22450,179600
1.0686,5e-05,0.39,2.911300824416105,22500,180000
1.0161,5e-05,0.39,2.762400367140538,22550,180400
1.0039,5e-05,0.39,2.7289038270238573,22600,180800
1.0862,5e-05,0.39,2.962993278171223,22650,181200
1.0723,5e-05,0.39,2.922092589921026,22700,181600
1.0472,5e-05,0.39,2.849660886477091,22750,182000
1.0529,5e-05,0.39,2.8659503343528003,22800,182400
0.998,5e-05,0.39,2.7128506977432196,22850,182800
1.0051,5e-05,0.4,2.7321804772132015,22900,183200
1.0338,5e-05,0.4,2.8117301342072976,22950,183600
1.0153,5e-05,0.4,2.7601913305792656,23000,184000
1.0365,5e-05,0.4,2.8193320635561063,23050,184400
1.0279,5e-05,0.4,2.7951897684752005,23100,184800
0.9866,5e-05,0.4,2.68209981286412,23150,185200
1.0253,5e-05,0.4,2.7879317146358593,23200,185600
1.0663,5e-05,0.4,2.904612527010389,23250,186000
1.0222,5e-05,0.4,2.7793025085005523,23300,186400
1.014,5e-05,0.4,2.756605413200825,23350,186800
1.0432,5e-05,0.4,2.838285009852264,23400,187200
0.98,5e-05,0.41,2.664456241929417,23450,187600
0.9748,5e-05,0.41,2.65063703056022,23500,188000
1.0078,5e-05,0.41,2.739567332268488,23550,188400
0.9869,5e-05,0.41,2.682904563514541,23600,188800
1.0241,5e-05,0.41,2.784588203086447,23650,189200
1.0061,5e-05,0.41,2.7349140242361303,23700,189600
0.9914,5e-05,0.41,2.695004839251556,23750,190000
1.0804,5e-05,0.41,2.945857658491727,23800,190400
1.0631,5e-05,0.41,2.8953326226897187,23850,190800
1.0523,5e-05,0.41,2.86423127992009,23900,191200
1.0103,5e-05,0.41,2.7464248188858233,23950,191600
1.0037,5e-05,0.41,2.7283581008328905,24000,192000
0.9608,5e-05,0.42,2.613786666567637,24050,192400
0.9325,5e-05,0.42,2.540853377507491,24100,192800
1.0205,5e-05,0.42,2.7745817080534074,24150,193200
1.0517,5e-05,0.42,2.8625132566106717,24200,193600
1.041,5e-05,0.42,2.832047646446072,24250,194000
0.9846,5e-05,0.42,2.6767409738636716,24300,194400
0.9836,5e-05,0.42,2.674065570814283,24350,194800
1.0401,5e-05,0.42,2.8294999501995513,24400,195200
1.003,5e-05,0.42,2.726448918454098,24450,195600
1.0739,5e-05,0.42,2.9267716803390282,24500,196000
1.0656,5e-05,0.42,2.902580009705533,24550,196400
0.9845,5e-05,0.43,2.676473313149544,24600,196800
1.087,5e-05,0.43,2.9653646212045013,24650,197200
0.9379,5e-05,0.43,2.5546110981605494,24700,197600
1.0422,5e-05,0.43,2.8354481435119876,24750,198000
0.9643,5e-05,0.43,2.622950948037995,24800,198400
1.0279,5e-05,0.43,2.7951897684752005,24850,198800
1.0406,5e-05,0.43,2.8309150539211,24900,199200
1.0034,5e-05,0.43,2.7275397161664787,24950,199600
0.9878,5e-05,0.43,2.6853202645240986,25000,200000
1.0223,5e-05,0.43,2.7795804526483785,25050,200400
1.0656,5e-05,0.43,2.902580009705533,25100,200800
1.0143,5e-05,0.43,2.7574325188844346,25150,201200
1.0495,5e-05,0.44,2.8562226496509955,25200,201600
0.9809,5e-05,0.44,2.6668553319757358,25250,202000
1.0009,5e-05,0.44,2.7207293833391444,25300,202400
0.9955,5e-05,0.44,2.7060770415969904,25350,202800
0.9768,5e-05,0.44,2.6559436094313518,25400,203200
0.9794,5e-05,0.44,2.6628580476904773,25450,203600
1.0036,5e-05,0.44,2.728085278664143,25500,204000
1.0297,5e-05,0.44,2.8002256409840283,25550,204400
1.0126,5e-05,0.44,2.752748865835402,25600,204800
0.9897,5e-05,0.44,2.690427223100999,25650,205200
1.0049,5e-05,0.44,2.7316340957577254,25700,205600
0.9875,5e-05,0.44,2.6845147892720704,25750,206000
0.9934,5e-05,0.45,2.700400242534875,25800,206400
1.0198,5e-05,0.45,2.772640180471703,25850,206800
1.0142,5e-05,0.45,2.7571567894192492,25900,207200
0.9973,5e-05,0.45,2.7109523667481628,25950,207600
1.0125,5e-05,0.45,2.752473604712104,26000,208000
1.0263,5e-05,0.45,2.790721040781124,26050,208400
1.0282,5e-05,0.45,2.796028451201862,26100,208800
1.032,5e-05,0.45,2.8066735722367695,26150,209200
1.0063,5e-05,0.45,2.735461061742905,26200,209600
0.9782,5e-05,0.45,2.6596645345243695,26250,210000
0.967,5e-05,0.45,2.6300424848643047,26300,210400
1.0186,5e-05,0.46,2.7693150077577857,26350,210800
0.954,5e-05,0.46,2.59607321123889,26400,211200
0.9499,5e-05,0.46,2.5854511012780317,26450,211600
1.0075,5e-05,0.46,2.73874558533701,26500,212000
0.9934,5e-05,0.46,2.700400242534875,26550,212400
1.0016,5e-05,0.46,2.722634560641743,26600,212800
0.9875,5e-05,0.46,2.6845147892720704,26650,213200
0.9856,5e-05,0.46,2.6794190536542573,26700,213600
1.0195,5e-05,0.46,2.7718085131738937,26750,214000
0.9964,5e-05,0.46,2.7085136072244915,26800,214400
1.0279,5e-05,0.46,2.7951897684752005,26850,214800
1.0371,5e-05,0.46,2.8210241703755226,26900,215200
1.0729,5e-05,0.47,2.9238463715568557,26950,215600
0.9919,5e-05,0.47,2.69635267860294,27000,216000
1.0081,5e-05,0.47,2.740389325761027,27050,216400
1.026,5e-05,0.47,2.789883950038779,27100,216800
0.9355,5e-05,0.47,2.548487382922633,27150,217200
1.0012,5e-05,0.47,2.721545724599213,27200,217600
0.9765,5e-05,0.47,2.655146945854034,27250,218000
0.9841,5e-05,0.47,2.675402937913603,27300,218400
1.0048,5e-05,0.47,2.7313609460058648,27350,218800
0.9896,5e-05,0.47,2.690158193830377,27400,219200
1.0224,5e-05,0.47,2.7798584245920086,27450,219600
1.0022,5e-05,0.48,2.7242686315503786,27500,220000
0.9496,5e-05,0.48,2.5846755822813146,27550,220400
0.9145,5e-05,0.48,2.4955271763238325,27600,220800
1.0108,5e-05,0.48,2.7477983746555927,27650,221200
1.0392,5e-05,0.48,2.826954545848144,27700,221600
0.9556,5e-05,0.48,2.6002302531235446,27750,222000
1.042,5e-05,0.48,2.8348811105884675,27800,222400
0.9668,5e-05,0.48,2.629516528964675,27850,222800
0.9724,5e-05,0.48,2.644283129418118,27900,223200
0.948,5e-05,0.48,2.580543407970643,27950,223600
0.983,5e-05,0.48,2.672461612707345,28000,224000
1.0184,5e-05,0.48,2.7687612001388424,28050,224400
0.9495,5e-05,0.49,2.5844171276460335,28100,224800
0.9867,5e-05,0.49,2.6823680362563525,28150,225200
0.9473,5e-05,0.49,2.5787376596707037,28200,225600
1.0111,5e-05,0.49,2.7486228378312827,28250,226000
0.986,5e-05,0.49,2.6804910356578264,28300,226400
0.9514,5e-05,0.49,2.5893321880172997,28350,226800
0.997,5e-05,0.49,2.7101392030187967,28400,227200
0.9635,5e-05,0.49,2.6208534264000876,28450,227600
0.9535,5e-05,0.49,2.594775499088344,28500,228000
0.9843,5e-05,0.49,2.6759380720128116,28550,228400
1.0544,5e-05,0.49,2.8702524856611573,28600,228800
0.9658,5e-05,0.5,2.626888326755832,28650,229200
0.9401,5e-05,0.5,2.5602374292714383,28700,229600
0.9618,5e-05,0.5,2.616401760563278,28750,230000
0.977,5e-05,0.5,2.6564748512756515,28800,230400
0.964,5e-05,0.5,2.6221641807745737,28850,230800
0.9978,5e-05,0.5,2.7123081818570682,28900,231200
0.9645,5e-05,0.5,2.623475590690119,28950,231600
0.9769,5e-05,0.5,2.6562092170724556,29000,232000
0.9855,5e-05,0.5,2.6791511251455407,29050,232400
1.0078,5e-05,0.5,2.739567332268488,29100,232800
0.9546,5e-05,0.5,2.5976313225522842,29150,233200
0.9907,5e-05,0.5,2.6931189959862283,29200,233600
1.0035,5e-05,0.51,2.7278124837762485,29250,234000
0.9699,5e-05,0.51,2.6376806780974995,29300,234400
1.0314,5e-05,0.51,2.8049900731936455,29350,234800
0.996,5e-05,0.51,2.7074304184338023,29400,235200
0.9876,5e-05,0.51,2.684783254174019,29450,235600
0.9376,5e-05,0.51,2.553844829777106,29500,236000
1.0215,5e-05,0.51,2.7773576775148614,29550,236400
0.9875,5e-05,0.51,2.6845147892720704,29600,236800
0.9645,5e-05,0.51,2.623475590690119,29650,237200
1.019,5e-05,0.51,2.770422955335632,29700,237600
0.9456,5e-05,0.51,2.5743575298145225,29750,238000
0.9998,5e-05,0.51,2.717738226455366,29800,238400
0.9581,5e-05,0.52,2.6067389612515615,29850,238800
0.9648,5e-05,0.52,2.624262751435534,29900,239200
0.954,5e-05,0.52,2.59607321123889,29950,239600
0.9935,5e-05,0.52,2.70067029606158,30000,240000
0.9943,5e-05,0.52,2.702831696743427,30050,240400
0.9675,5e-05,0.52,2.631357834916847,30100,240800
1.0321,5e-05,0.52,2.8069542536278287,30150,241200
0.9393,5e-05,0.52,2.5581900583855686,30200,241600
0.9885,5e-05,0.52,2.687200646766268,30250,242000
0.9578,5e-05,0.52,2.60595705685471,30300,242400
0.9682,5e-05,0.52,2.6332004302344103,30350,242800
0.8908,5e-05,0.53,2.4370785344602344,30400,243200
0.9714,5e-05,0.53,2.641640167989661,30450,243600
1.0057,5e-05,0.53,2.7338202773903886,30500,244000
0.9368,5e-05,0.53,2.5518025709257453,30550,244400
0.9638,5e-05,0.53,2.6216398003782064,30600,244800
1.0012,5e-05,0.53,2.721545724599213,30650,245200
0.9132,5e-05,0.53,2.4922850988015934,30700,245600
1.027,5e-05,0.53,2.7926752293958894,30750,246000
0.9447,5e-05,0.53,2.572041650339775,30800,246400
0.9321,5e-05,0.53,2.5398372393976585,30850,246800
0.972,5e-05,0.53,2.643225627680798,30900,247200
0.9272,5e-05,0.53,2.527422477930064,30950,247600
0.9777,5e-05,0.54,2.6583350346597716,31000,248000
0.9643,5e-05,0.54,2.622950948037995,31050,248400
0.9568,5e-05,0.54,2.603352402342166,31100,248800
0.9585,5e-05,0.54,2.607781865402987,31150,249200
0.959,5e-05,0.54,2.609086082362757,31200,249600
0.9327,5e-05,0.54,2.541361599003448,31250,250000
0.9188,5e-05,0.54,2.506281047434996,31300,250400
0.9337,5e-05,0.54,2.543904231706917,31350,250800
0.9111,5e-05,0.54,2.48705679173793,31400,251200
0.9826,5e-05,0.54,2.671392841830688,31450,251600
0.9558,5e-05,0.54,2.600750351182241,31500,252000
0.9913,5e-05,0.55,2.694735352242206,31550,252400
0.9175,5e-05,0.55,2.5030249989633973,31600,252800
0.9527,5e-05,0.55,2.5927005087958563,31650,253200
0.9638,5e-05,0.55,2.6216398003782064,31700,253600
0.9855,5e-05,0.55,2.6791511251455407,31750,254000
0.9628,5e-05,0.55,2.6190194709608976,31800,254400
0.9189,5e-05,0.55,2.5065316880715627,31850,254800
0.9147,5e-05,0.55,2.4960263316729683,31900,255200
0.9295,5e-05,0.55,2.5332422397898973,31950,255600
0.915,5e-05,0.55,2.496775251904888,32000,256000
0.9541,5e-05,0.55,2.5963328315408125,32050,256400
0.9524,5e-05,0.55,2.5919228153030742,32100,256800
0.9705,5e-05,0.56,2.639263761381851,32150,257200
0.9258,5e-05,0.56,2.5238865621795203,32200,257600
0.9713,5e-05,0.56,2.6413760171806224,32250,258000
0.9827,5e-05,0.56,2.6716599944722805,32300,258400
0.9734,5e-05,0.56,2.646928735129925,32350,258800
1.0039,5e-05,0.56,2.7289038270238573,32400,259200
0.9903,5e-05,0.56,2.6920419638086295,32450,259600
0.9847,5e-05,0.56,2.677008661345209,32500,260000
0.9557,5e-05,0.56,2.6004902891504416,32550,260400
0.942,5e-05,0.56,2.5651065045437824,32600,260800
0.9756,5e-05,0.56,2.6527583886147506,32650,261200
0.9639,5e-05,0.57,2.62190197746688,32700,261600
0.9559,5e-05,0.57,2.601010439221545,32750,262000
0.9166,5e-05,0.57,2.5007732898854056,32800,262400
0.9527,5e-05,0.57,2.5927005087958563,32850,262800
0.9325,5e-05,0.57,2.540853377507491,32900,263200
0.9648,5e-05,0.57,2.624262751435534,32950,263600
0.9521,5e-05,0.57,2.591145355083347,33000,264000
0.9517,5e-05,0.57,2.590109104205306,33050,264400
0.9517,5e-05,0.57,2.590109104205306,33050,264400
0.9081,5e-05,0.57,2.4796068019349122,33100,264800
0.9081,5e-05,0.57,2.4796068019349122,33100,264800
0.9575,5e-05,0.57,2.605175386993995,33150,265200
0.9575,5e-05,0.57,2.605175386993995,33150,265200
0.9463,5e-05,0.57,2.5761602109501807,33200,265600
0.9463,5e-05,0.57,2.5761602109501807,33200,265600
0.9556,5e-05,0.57,2.6002302531235446,33250,266000
0.9556,5e-05,0.57,2.6002302531235446,33250,266000
0.8912,5e-05,0.58,2.438053560866299,33300,266400
0.8912,5e-05,0.58,2.438053560866299,33300,266400
0.9674,5e-05,0.58,2.631094712289706,33350,266800
0.9835,5e-05,0.58,2.673798177627084,33400,267200
0.9612,5e-05,0.58,2.614832390365081,33450,267600
0.9647,5e-05,0.58,2.6240003382812667,33500,268000
0.935,5e-05,0.58,2.5472134577390078,33550,268400
0.9462,5e-05,0.58,2.5759026078094576,33600,268800
0.9808,5e-05,0.58,2.6665886597763704,33650,269200
0.9319,5e-05,0.58,2.539329322743137,33700,269600
0.95,5e-05,0.58,2.585709659315846,33750,270000
0.9533,5e-05,0.58,2.594256595880577,33800,270400
0.9633,5e-05,0.58,2.620329308128382,33850,270800
0.9965,5e-05,0.59,2.7087844721282335,33900,271200
0.9423,5e-05,0.59,2.5658761519364823,33950,271600
0.9575,5e-05,0.59,2.605175386993995,34000,272000
0.9438,5e-05,0.59,2.569727854218905,34050,272400
0.9669,5e-05,0.59,2.6297794937655925,34100,272800
0.9526,5e-05,0.59,2.5924412517080473,34150,273200
0.8634,5e-05,0.59,2.3712091146266494,34200,273600
0.9773,5e-05,0.59,2.6572719132843576,34250,274000
0.9636,5e-05,0.59,2.6211155248474314,34300,274400
0.9435,5e-05,0.59,2.5689570514888294,34350,274800
0.9726,5e-05,0.59,2.64481203893319,34400,275200
0.9292,5e-05,0.6,2.5324823811024624,34450,275600
0.9369,5e-05,0.6,2.552057763942276,34500,276000
0.9516,5e-05,0.6,2.5898501062449997,34550,276400
0.9702,5e-05,0.6,2.6384721010084298,34600,276800
0.9584,5e-05,0.6,2.6075211002549215,34650,277200
0.9013,5e-05,0.6,2.462802674467,34700,277600
0.8895,5e-05,0.6,2.4339123908047102,34750,278000
0.9335,5e-05,0.6,2.5433955017352687,34800,278400
0.9635,5e-05,0.6,2.6208534264000876,34850,278800
0.8922,5e-05,0.6,2.4404928338603895,34900,279200
0.9171,5e-05,0.6,2.5020239891791154,34950,279600
0.9063,5e-05,0.6,2.4751475242453544,35000,280000
0.9349,5e-05,0.61,2.5469587491288763,35050,280400
0.9125,5e-05,0.61,2.490541109699831,35100,280800
0.9227,5e-05,0.61,2.5160746285898834,35150,281200
0.9406,5e-05,0.61,2.5615178680690973,35200,281600
0.9188,5e-05,0.61,2.506281047434996,35250,282000
0.8904,5e-05,0.61,2.4361038979867398,35300,282400
0.9095,5e-05,0.61,2.4830806826066905,35350,282800
0.94,5e-05,0.61,2.5599814183292713,35400,283200
0.9728,5e-05,0.61,2.645341054240744,35450,283600
0.9183,5e-05,0.61,2.505028220144202,35500,284000
0.9366,5e-05,0.61,2.5512922614442095,35550,284400
0.8615,5e-05,0.62,2.366708094631911,35600,284800
0.9304,5e-05,0.62,2.5355231840766734,35650,285200
0.9454,5e-05,0.62,2.573842709792278,35700,285600
0.9312,5e-05,0.62,2.5375524142077617,35750,286000
0.924,5e-05,0.62,2.519347652611714,35800,286400
0.9445,5e-05,0.62,2.5715272934471107,35850,286800
0.8993,5e-05,0.62,2.4578819914413192,35900,287200
0.943,5e-05,0.62,2.567672894029203,35950,287600
0.9083,5e-05,0.62,2.480102772890741,36000,288000
0.9176,5e-05,0.62,2.5032753139788357,36050,288400
0.8959,5e-05,0.62,2.44953938314124,36100,288800
0.9762,5e-05,0.62,2.6543505212399428,36150,289200
0.9361,5e-05,0.63,2.550016934171875,36200,289600
0.9085,5e-05,0.63,2.480598843050682,36250,290000
0.9133,5e-05,0.63,2.4925343397733144,36300,290400
0.9359,5e-05,0.63,2.549506981781979,36350,290800
0.9414,5e-05,0.63,2.563567902267897,36400,291200
0.9155,5e-05,0.63,2.4980239516797695,36450,291600
0.8833,5e-05,0.63,2.418868817249293,36500,292000
0.9033,5e-05,0.63,2.4677332087066626,36550,292400
0.9188,5e-05,0.63,2.506281047434996,36600,292800
0.9051,5e-05,0.63,2.472179128609849,36650,293200
0.8858,5e-05,0.63,2.4249235545605465,36700,293600
0.919,5e-05,0.64,2.506782353773446,36750,294000
0.8763,5e-05,0.64,2.401995859777552,36800,294400
0.9215,5e-05,0.64,2.513057149884896,36850,294800
0.9512,5e-05,0.64,2.588814373362888,36900,295200
0.9444,5e-05,0.64,2.571270153574974,36950,295600
0.9241,5e-05,0.64,2.519599599974133,37000,296000
0.9111,5e-05,0.64,2.48705679173793,37050,296400
0.9319,5e-05,0.64,2.539329322743137,37100,296800
0.8918,5e-05,0.64,2.439516831940243,37150,297200
0.9043,5e-05,0.64,2.4702021761933652,37200,297600
