"loss","learning_rate","epoch","perplexity","steps","samples"
0.8866,5e-05,0.64,2.4268642695867007,37250,298000
0.8744,5e-05,0.64,2.397436400501924,37300,298400
0.9082,5e-05,0.65,2.479854775013553,37350,298800
0.9288,5e-05,0.65,2.5314695907216014,37400,299200
0.9335,5e-05,0.65,2.5433955017352687,37450,299600
0.9159,5e-05,0.65,2.499023361129006,37500,300000
0.9187,5e-05,0.65,2.50603043186124,37550,300400
0.9141,5e-05,0.65,2.494529165068861,37600,300800
0.9402,5e-05,0.65,2.5604934658159793,37650,301200
0.9504,5e-05,0.65,2.586744150063929,37700,301600
0.9379,5e-05,0.65,2.5546110981605494,37750,302000
0.9138,5e-05,0.65,2.493780918561928,37800,302400
0.9089,5e-05,0.65,2.481591281062272,37850,302800
0.9158,5e-05,0.65,2.4987734712875933,37900,303200
0.9672,5e-05,0.66,2.6305685459656343,37950,303600
0.9032,5e-05,0.66,2.4674864477240464,38000,304000
0.9488,5e-05,0.66,2.5826086686911607,38050,304400
0.8917,5e-05,0.66,2.4392728924542264,38100,304800
0.948,5e-05,0.66,2.580543407970643,38150,305200
0.9199,5e-05,0.66,2.509039473443338,38200,305600
0.9289,5e-05,0.66,2.531722750338443,38250,306000
0.884,5e-05,0.66,2.4205626181825304,38300,306400
0.9578,5e-05,0.66,2.60595705685471,38350,306800
0.8977,5e-05,0.66,2.453952524666719,38400,307200
0.9436,5e-05,0.66,2.5692139600391917,38450,307600
0.9034,5e-05,0.67,2.4679799943666105,38500,308000
0.9517,5e-05,0.67,2.590109104205306,38550,308400
0.9286,5e-05,0.67,2.530963347429474,38600,308800
0.887,5e-05,0.67,2.427835209469566,38650,309200
0.9203,5e-05,0.67,2.510043289982639,38700,309600
0.8996,5e-05,0.67,2.4586194666545027,38750,310000
0.9109,5e-05,0.67,2.4865594301174023,38800,310400
0.8976,5e-05,0.67,2.453707141683606,38850,310800
0.9319,5e-05,0.67,2.539329322743137,38900,311200
0.9264,5e-05,0.67,2.5254013485072826,38950,311600
0.9343,5e-05,0.67,2.5454310322402973,39000,312000
0.9254,5e-05,0.67,2.5228772094386547,39050,312400
0.9329,5e-05,0.68,2.541869922153869,39100,312800
0.9096,5e-05,0.68,2.4833290030907684,39150,313200
0.9131,5e-05,0.68,2.4920358827527234,39200,313600
0.9142,5e-05,0.68,2.494778630458429,39250,314000
0.865,5e-05,0.68,2.375006085977112,39300,314400
0.9167,5e-05,0.68,2.5010233797186774,39350,314800
0.8517,5e-05,0.68,2.3436276342805615,39400,315200
0.8813,5e-05,0.68,2.414035914128882,39450,315600
0.9182,5e-05,0.68,2.504777729846911,39500,316000
0.9341,5e-05,0.68,2.544921996939076,39550,316400
0.8809,5e-05,0.68,2.413070492860357,39600,316800
0.8883,5e-05,0.69,2.4309934476519097,39650,317200
0.9083,5e-05,0.69,2.480102772890741,39700,317600
0.8859,5e-05,0.69,2.4251660590410244,39750,318000
0.9389,5e-05,0.69,2.557166986990134,39800,318400
0.9206,5e-05,0.69,2.5107964159328775,39850,318800
0.8988,5e-05,0.69,2.4566533576296483,39900,319200
0.9039,5e-05,0.69,2.469214292912716,39950,319600
0.9389,5e-05,0.69,2.557166986990134,40000,320000
0.8981,5e-05,0.69,2.454934302018966,40050,320400
0.9024,5e-05,0.69,2.4655132479510136,40100,320800
0.9182,5e-05,0.69,2.504777729846911,40150,321200
0.92,5e-05,0.69,2.509290389936298,40200,321600
0.8717,5e-05,0.7,2.3909720530167644,40250,322000
0.8436,5e-05,0.7,2.3247209259838053,40300,322400
0.8956,5e-05,0.7,2.4488046315445477,40350,322800
0.867,5e-05,0.7,2.3797608513294968,40400,323200
0.8984,5e-05,0.7,2.455670892792663,40450,323600
0.8786,5e-05,0.7,2.4075268084077392,40500,324000
0.9201,5e-05,0.7,2.5095413315221617,40550,324400
0.887,5e-05,0.7,2.427835209469566,40600,324800
0.9143,5e-05,0.7,2.495028120795784,40650,325200
0.9245,5e-05,0.7,2.520607641408969,40700,325600
0.909,5e-05,0.7,2.481839452598748,40750,326000
0.8683,5e-05,0.71,2.382856552205817,40800,326400
0.8931,5e-05,0.71,2.442690266107048,40850,326800
0.9139,5e-05,0.71,2.4940303091231044,40900,327200
0.936,5e-05,0.71,2.5497619452281173,40950,327600
0.8809,5e-05,0.71,2.413070492860357,41000,328000
0.9291,5e-05,0.71,2.532229145526342,41050,328400
0.9498,5e-05,0.71,2.585192569094729,41100,328800
0.8745,5e-05,0.71,2.397676156129556,41150,329200
0.9348,5e-05,0.71,2.5467040659883327,41200,329600
0.9255,5e-05,0.71,2.523129509774405,41250,330000
0.9225,5e-05,0.71,2.5155714639823037,41300,330400
0.9264,5e-05,0.71,2.5254013485072826,41350,330800
0.9201,5e-05,0.72,2.5095413315221617,41400,331200
0.9456,5e-05,0.72,2.5743575298145225,41450,331600
0.8665,5e-05,0.72,2.3785712683243663,41500,332000
0.887,5e-05,0.72,2.427835209469566,41550,332400
0.9113,5e-05,0.72,2.4875542528407295,41600,332800
0.8441,5e-05,0.72,2.3258835770853508,41650,333200
0.9142,5e-05,0.72,2.494778630458429,41700,333600
0.8926,5e-05,0.72,2.441469226259395,41750,334000
0.9071,5e-05,0.72,2.4771284345232134,41800,334400
0.8727,5e-05,0.72,2.393364220954403,41850,334800
0.9127,5e-05,0.72,2.4910392677359137,41900,335200
0.9179,5e-05,0.72,2.504026409231684,41950,335600
0.913,5e-05,0.73,2.4917866916242124,42000,336000
0.9113,5e-05,0.73,2.4875542528407295,42050,336400
0.9088,5e-05,0.73,2.4813431343417087,42100,336800
0.859,5e-05,0.73,2.3607987141986744,42150,337200
0.8809,5e-05,0.73,2.413070492860357,42200,337600
0.8765,5e-05,0.73,2.402476306992628,42250,338000
0.9021,5e-05,0.73,2.4647737049136307,42300,338400
0.8794,5e-05,0.73,2.4094536004685274,42350,338800
0.9251,5e-05,0.73,2.5221204597939457,42400,339200
0.8773,5e-05,0.73,2.4043990570356923,42450,339600
0.892,5e-05,0.73,2.4400047841002204,42500,340000
0.888,5e-05,0.74,2.4302642590013805,42550,340400
0.8908,5e-05,0.74,2.4370785344602344,42600,340800
0.8613,5e-05,0.74,2.3662348003439906,42650,341200
0.8719,5e-05,0.74,2.3914502952499967,42700,341600
0.911,5e-05,0.74,2.4868080984936256,42750,342000
0.9224,5e-05,0.74,2.5153199194133435,42800,342400
0.9014,5e-05,0.74,2.4630489670488704,42850,342800
0.896,5e-05,0.74,2.4497843493276594,42900,343200
0.9069,5e-05,0.74,2.476633058375575,42950,343600
0.9108,5e-05,0.74,2.486310786606773,43000,344000
0.8711,5e-05,0.74,2.389537900073862,43050,344400
0.9144,5e-05,0.74,2.49527763608342,43100,344800
0.8893,5e-05,0.75,2.4334256570015524,43150,345200
0.9,5e-05,0.75,2.45960311115695,43200,345600
0.8679,5e-05,0.75,2.381903600188044,43250,346000
0.9056,5e-05,0.75,2.473415527248055,43300,346400
0.8826,5e-05,0.75,2.417176201561824,43350,346800
0.8786,5e-05,0.75,2.4075268084077392,43400,347200
0.8129,5e-05,0.75,2.2544363814349166,43450,347600
0.8806,5e-05,0.75,2.412346680289813,43500,348000
0.8951,5e-05,0.75,2.447580535278344,43550,348400
0.8709,5e-05,0.75,2.3890600402814193,43600,348800
0.8522,5e-05,0.75,2.3447997410999877,43650,349200
0.8741,5e-05,0.76,2.3967172774556236,43700,349600
0.9169,5e-05,0.76,2.5015236344184237,43750,350000
0.8639,5e-05,0.76,2.3723950156345084,43800,350400
0.8394,5e-05,0.76,2.3149775734577025,43850,350800
0.8506,5e-05,0.76,2.34105106125782,43900,351200
0.9086,5e-05,0.76,2.4808469153383945,43950,351600
0.899,5e-05,0.76,2.457144737437517,44000,352000
0.8903,5e-05,0.76,2.4358602997770546,44050,352400
0.8363,5e-05,0.76,2.307812254961877,44100,352800
0.8959,5e-05,0.76,2.44953938314124,44150,353200
0.8625,5e-05,0.76,2.36907598647514,44200,353600
0.8843,5e-05,0.76,2.4212888959041963,44250,354000
0.8742,5e-05,0.77,2.3969569611673553,44300,354400
0.8798,5e-05,0.77,2.4104175746907064,44350,354800
0.8913,5e-05,0.77,2.43829737841306,44400,355200
0.8766,5e-05,0.77,2.402716566636109,44450,355600
0.8403,5e-05,0.77,2.3170619911210646,44500,356000
0.8586,5e-05,0.77,2.3598545835517126,44550,356400
0.8578,5e-05,0.77,2.357967454837004,44600,356800
0.8365,5e-05,0.77,2.3082738635721918,44650,357200
0.935,5e-05,0.77,2.5472134577390078,44700,357600
0.8851,5e-05,0.77,2.4232267020400244,44750,358000
0.8754,5e-05,0.77,2.3998350360202987,44800,358400
0.8329,5e-05,0.78,2.2999790173449726,44850,358800
0.885,5e-05,0.78,2.4229843914855502,44900,359200
0.8779,5e-05,0.78,2.4058421293483154,44950,359600
0.8484,5e-05,0.78,2.33590641011432,45000,360000
0.8616,5e-05,0.78,2.3669447772753087,45050,360400
0.8815,5e-05,0.78,2.414518769595645,45100,360800
0.919,5e-05,0.78,2.506782353773446,45150,361200
0.869,5e-05,0.78,2.38452513572846,45200,361600
0.8518,5e-05,0.78,2.3438620087625184,45250,362000
0.8834,5e-05,0.78,2.419110716225765,45300,362400
0.8406,5e-05,0.78,2.317757213996618,45350,362800
0.914,5e-05,0.78,2.494279724624584,45400,363200
0.8965,5e-05,0.79,2.4510095477764104,45450,363600
0.8856,5e-05,0.79,2.4244386183448725,45500,364000
0.8837,5e-05,0.79,2.419836558311502,45550,364400
0.8695,5e-05,0.79,2.38571769641165,45600,364800
0.8918,5e-05,0.79,2.439516831940243,45650,365200
0.8643,5e-05,0.79,2.3733441634576713,45700,365600
0.8819,5e-05,0.79,2.4154847702907425,45750,366000
0.8693,5e-05,0.79,2.3852406005835407,45800,366400
0.8787,5e-05,0.79,2.4077675731266153,45850,366800
0.9112,5e-05,0.79,2.487305509852802,45900,367200
0.82,5e-05,0.79,2.2704998375324057,45950,367600
0.8042,5e-05,0.79,2.234907857172984,46000,368000
0.8547,5e-05,0.8,2.3506690740619964,46050,368400
0.8855,5e-05,0.8,2.424196186604827,46100,368800
0.8654,5e-05,0.8,2.3759562784373256,46150,369200
0.8883,5e-05,0.8,2.4309934476519097,46200,369600
0.8831,5e-05,0.8,2.4183850918599945,46250,370000
0.8996,5e-05,0.8,2.4586194666545027,46300,370400
0.9101,5e-05,0.8,2.484570978060182,46350,370800
0.8392,5e-05,0.8,2.3145146242394756,46400,371200
0.9324,5e-05,0.8,2.5405993048735835,46450,371600
0.9121,5e-05,0.8,2.4895450924726767,46500,372000
0.8795,5e-05,0.8,2.4096945578762434,46550,372400
0.8577,5e-05,0.81,2.3577316698809647,46600,372800
0.8928,5e-05,0.81,2.441957568937287,46650,373200
0.9082,5e-05,0.81,2.479854775013553,46700,373600
0.8824,5e-05,0.81,2.416692814661813,46750,374000
0.861,5e-05,0.81,2.365525036373806,46800,374400
0.833,5e-05,0.81,2.3002090267469857,46850,374800
0.913,5e-05,0.81,2.4917866916242124,46900,375200
0.9197,5e-05,0.81,2.508537715726093,46950,375600
0.8584,5e-05,0.81,2.359382659828948,47000,376000
0.8507,5e-05,0.81,2.341285178069591,47050,376400
0.9088,5e-05,0.81,2.4813431343417087,47100,376800
0.8484,5e-05,0.81,2.33590641011432,47150,377200
0.8941,5e-05,0.82,2.4451341781255054,47200,377600
0.855,5e-05,0.82,2.351374380574902,47250,378000
0.8764,5e-05,0.82,2.4022360713739097,47300,378400
0.823,5e-05,0.82,2.2773215645191884,47350,378800
0.8579,5e-05,0.82,2.358203263372718,47400,379200
0.8867,5e-05,0.82,2.4271069681483852,47450,379600
0.8578,5e-05,0.82,2.357967454837004,47500,380000
0.8618,5e-05,0.82,2.3674182135728152,47550,380400
0.8669,5e-05,0.82,2.3795228871427714,47600,380800
0.8666,5e-05,0.82,2.3788091373444518,47650,381200
0.8421,5e-05,0.82,2.321236458598706,47700,381600
0.8823,5e-05,0.83,2.416451157463408,47750,382000
0.8327,5e-05,0.83,2.2995190675380175,47800,382400
0.9158,5e-05,0.83,2.4987734712875933,47850,382800
0.871,5e-05,0.83,2.3892989582311457,47900,383200
0.8992,5e-05,0.83,2.4576362155311755,47950,383600
0.9267,5e-05,0.83,2.5261590825662608,48000,384000
0.8519,5e-05,0.83,2.344096406683095,48050,384400
0.8996,5e-05,0.83,2.4586194666545027,48100,384800
0.8436,5e-05,0.83,2.3247209259838053,48150,385200
0.8747,5e-05,0.83,2.398155739317502,48200,385600
0.8385,5e-05,0.83,2.312895030926301,48250,386000
0.8346,5e-05,0.83,2.303892307028239,48300,386400
0.8174,5e-05,0.84,2.2646042055975424,48350,386800
0.8555,5e-05,0.84,2.35255036173598,48400,387200
0.8207,5e-05,0.84,2.2720897438209584,48450,387600
0.8931,5e-05,0.84,2.442690266107048,48500,388000
0.894,5e-05,0.84,2.4448896769329562,48550,388400
0.8601,5e-05,0.84,2.363397021591363,48600,388800
0.862,5e-05,0.84,2.367891744567051,48650,389200
0.8733,5e-05,0.84,2.394800670378709,48700,389600
0.8403,5e-05,0.84,2.3170619911210646,48750,390000
0.8477,5e-05,0.84,2.3342718477907973,48800,390400
0.847,5e-05,0.84,2.3326384292605273,48850,390800
0.8525,5e-05,0.84,2.3455032865488583,48900,391200
0.858,5e-05,0.85,2.3584390954904646,48950,391600
0.8775,5e-05,0.85,2.4048799849382867,49000,392000
0.8541,5e-05,0.85,2.3492590956533808,49050,392400
0.8541,5e-05,0.85,2.3492590956533808,49050,392400
0.8622,5e-05,0.85,2.3683653702769565,49100,392800
0.8622,5e-05,0.85,2.3683653702769565,49100,392800
0.791,5e-05,0.85,2.2056009247477304,49150,393200
0.791,5e-05,0.85,2.2056009247477304,49150,393200
0.8347,5e-05,0.85,2.3041227077787876,49200,393600
0.8347,5e-05,0.85,2.3041227077787876,49200,393600
0.8908,5e-05,0.85,2.4370785344602344,49250,394000
0.8908,5e-05,0.85,2.4370785344602344,49250,394000
0.8343,5e-05,0.85,2.303201243000918,49300,394400
0.8343,5e-05,0.85,2.303201243000918,49300,394400
0.8562,5e-05,0.85,2.3541977234985447,49350,394800
0.8562,5e-05,0.85,2.3541977234985447,49350,394800
0.8679,5e-05,0.85,2.381903600188044,49400,395200
0.8679,5e-05,0.85,2.381903600188044,49400,395200
0.8841,5e-05,0.85,2.420804686547565,49450,395600
0.8841,5e-05,0.85,2.420804686547565,49450,395600
0.891,5e-05,0.86,2.4375659989119467,49500,396000
0.8643,5e-05,0.86,2.3733441634576713,49550,396400
0.86,5e-05,0.86,2.3631606937057947,49600,396800
0.8087,5e-05,0.86,2.244987604953199,49650,397200
0.8737,5e-05,0.86,2.395758782256461,49700,397600
0.8405,5e-05,0.86,2.317525449863618,49750,398000
0.8536,5e-05,0.86,2.3480847597140047,49800,398400
0.8472,5e-05,0.86,2.3331050036022583,49850,398800
0.8643,5e-05,0.86,2.3733441634576713,49900,399200
0.8582,5e-05,0.86,2.358910830481489,49950,399600
0.8589,5e-05,0.86,2.3605626461308544,50000,400000
0.8801,5e-05,0.86,2.411140808442752,50050,400400
0.8983,5e-05,0.87,2.455425337981329,50100,400800
0.8708,5e-05,0.87,2.388821146222293,50150,401200
0.8618,5e-05,0.87,2.3674182135728152,50200,401600
0.8764,5e-05,0.87,2.4022360713739097,50250,402000
0.8353,5e-05,0.87,2.305505596228503,50300,402400
0.8096,5e-05,0.87,2.2470090032904646,50350,402800
0.8463,5e-05,0.87,2.3310061537231346,50400,403200
0.8313,5e-05,0.87,2.296301993320872,50450,403600
0.8461,5e-05,0.87,2.330539999109405,50500,404000
0.8497,5e-05,0.87,2.338945063143994,50550,404400
0.832,5e-05,0.87,2.2979099674414796,50600,404800
0.8183,5e-05,0.88,2.266643266822495,50650,405200
0.8302,5e-05,0.88,2.2937774498816688,50700,405600
0.832,5e-05,0.88,2.2979099674414796,50750,406000
0.8682,5e-05,0.88,2.382618278464482,50800,406400
0.8515,5e-05,0.88,2.3431589556231334,50850,406800
0.8109,5e-05,0.88,2.249932014540397,50900,407200
0.8757,5e-05,0.88,2.400555094534482,50950,407600
0.8505,5e-05,0.88,2.340816967856559,51000,408000
0.8537,5e-05,0.88,2.348319579930791,51050,408400
0.8789,5e-05,0.88,2.4082491747998023,51100,408800
0.8399,5e-05,0.88,2.3161353516648626,51150,409200
0.8775,5e-05,0.88,2.4048799849382867,51200,409600
0.8795,5e-05,0.89,2.4096945578762434,51250,410000
0.8083,5e-05,0.89,2.2440897894862823,51300,410400
0.8349,5e-05,0.89,2.30458357840587,51350,410800
0.821,5e-05,0.89,2.272771472998368,51400,411200
0.8951,5e-05,0.89,2.447580535278344,51450,411600
0.8165,5e-05,0.89,2.2625669787021203,51500,412000
0.8109,5e-05,0.89,2.249932014540397,51550,412400
0.8866,5e-05,0.89,2.4268642695867007,51600,412800
0.8568,5e-05,0.89,2.355610665972998,51650,413200
0.8591,5e-05,0.89,2.361034805874481,51700,413600
0.8656,5e-05,0.89,2.3764315172153068,51750,414000
0.8745,5e-05,0.9,2.397676156129556,51800,414400
0.8529,5e-05,0.9,2.3464416755287623,51850,414800
0.8442,5e-05,0.9,2.3261161770728647,51900,415200
0.8797,5e-05,0.9,2.4101765449849233,51950,415600
0.861,5e-05,0.9,2.365525036373806,52000,416000
0.8826,5e-05,0.9,2.417176201561824,52050,416400
0.8262,5e-05,0.9,2.284620665859229,52100,416800
0.847,5e-05,0.9,2.3326384292605273,52150,417200
0.8272,5e-05,0.9,2.286906429216286,52200,417600
0.8554,5e-05,0.9,2.3523151184621662,52250,418000
0.8465,5e-05,0.9,2.3314724015771104,52300,418400
0.8231,5e-05,0.9,2.2775493080626283,52350,418800
0.8413,5e-05,0.91,2.3193802120294547,52400,419200
0.8344,5e-05,0.91,2.3034315746416083,52450,419600
0.8575,5e-05,0.91,2.3572601706984786,52500,420000
0.8017,5e-05,0.91,2.229327565800668,52550,420400
0.8513,5e-05,0.91,2.342690370692064,52600,420800
0.8801,5e-05,0.91,2.411140808442752,52650,421200
0.8495,5e-05,0.91,2.338477320907148,52700,421600
0.8382,5e-05,0.91,2.312201266486892,52750,422000
0.8486,5e-05,0.91,2.3363736381175855,52800,422400
0.8539,5e-05,0.91,2.3487892908163,52850,422800
0.8326,5e-05,0.91,2.2992891271284757,52900,423200
0.797,5e-05,0.91,2.218874310633741,52950,423600
0.8231,5e-05,0.92,2.2775493080626283,53000,424000
0.8398,5e-05,0.92,2.3159037497099866,53050,424400
0.8171,5e-05,0.92,2.2639249262328627,53100,424800
0.8275,5e-05,0.92,2.2875926040661323,53150,425200
0.8095,5e-05,0.92,2.246784313624806,53200,425600
0.8404,5e-05,0.92,2.317293708905873,53250,426000
0.8222,5e-05,0.92,2.2755004358161814,53300,426400
0.8332,5e-05,0.92,2.300669114559583,53350,426800
0.8032,5e-05,0.92,2.232674066397348,53400,427200
0.8855,5e-05,0.92,2.424196186604827,53450,427600
0.8294,5e-05,0.92,2.2919431617348507,53500,428000
0.8559,5e-05,0.93,2.3534915701098,53550,428400
0.8236,5e-05,0.93,2.278688367457778,53600,428800
0.8101,5e-05,0.93,2.2481327887150537,53650,429200
0.8495,5e-05,0.93,2.338477320907148,53700,429600
0.857,5e-05,0.93,2.356081835221547,53750,430000
0.8257,5e-05,0.93,2.283478641056292,53800,430400
0.8544,5e-05,0.93,2.349963979109309,53850,430800
0.8706,5e-05,0.93,2.3883434297662864,53900,431200
0.8309,5e-05,0.93,2.2953836562032115,53950,431600
0.8654,5e-05,0.93,2.3759562784373256,54000,432000
0.85,5e-05,0.93,2.3396468519259908,54050,432400
0.8276,5e-05,0.93,2.2878213747648832,54100,432800
0.8469,5e-05,0.94,2.3324051770804046,54150,433200
0.8419,5e-05,0.94,2.3207722577286205,54200,433600
0.7769,5e-05,0.94,2.174720172626408,54250,434000
0.8071,5e-05,0.94,2.241398496837443,54300,434400
0.8629,5e-05,0.94,2.3700238064210812,54350,434800
0.8785,5e-05,0.94,2.407286067764131,54400,435200
0.7921,5e-05,0.94,2.208028420642923,54450,435600
0.8195,5e-05,0.94,2.2693648713788233,54500,436000
0.8147,5e-05,0.94,2.258498021300736,54550,436400
0.8176,5e-05,0.94,2.2650571717337655,54600,436800
0.8141,5e-05,0.94,2.257143328936306,54650,437200
0.8534,5e-05,0.95,2.3476151897206265,54700,437600
0.848,5e-05,0.95,2.3349722343978727,54750,438000
0.8633,5e-05,0.95,2.370972005570837,54800,438400
0.8213,5e-05,0.95,2.273453406725212,54850,438800
0.8187,5e-05,0.95,2.2675501054848652,54900,439200
0.7985,5e-05,0.95,2.222205119581876,54950,439600
0.8522,5e-05,0.95,2.3447997410999877,55000,440000
0.883,5e-05,0.95,2.418143265442331,55050,440400
0.8242,5e-05,0.95,2.2800559907242035,55100,440800
0.8118,5e-05,0.95,2.2519578648493774,55150,441200
0.8298,5e-05,0.95,2.292860122379447,55200,441600
0.8306,5e-05,0.95,2.2946951443882866,55250,442000
0.8212,5e-05,0.96,2.2732260727514277,55300,442400
0.8777,5e-05,0.96,2.405361009036081,55350,442800
0.8084,5e-05,0.96,2.244314209686054,55400,443200
0.8667,5e-05,0.96,2.3790470301526283,55450,443600
0.8027,5e-05,0.96,2.2315580084018993,55500,444000
0.8311,5e-05,0.96,2.2958427788451856,55550,444400
0.8241,5e-05,0.96,2.2798279965250314,55600,444800
0.8227,5e-05,0.96,2.2766384705190563,55650,445200
0.8487,5e-05,0.96,2.3366072871636545,55700,445600
0.8488,5e-05,0.96,2.336840959575797,55750,446000
0.7797,5e-05,0.96,2.1808179219749877,55800,446400
0.8344,5e-05,0.97,2.3034315746416083,55850,446800
0.8599,5e-05,0.97,2.362924389451834,55900,447200
0.8771,5e-05,0.97,2.4039182253090607,55950,447600
0.84,5e-05,0.97,2.3163669767810915,56000,448000
0.8271,5e-05,0.97,2.2866777500075153,56050,448400
0.8421,5e-05,0.97,2.321236458598706,56100,448800
0.7966,5e-05,0.97,2.2179869383957667,56150,449200
0.8107,5e-05,0.97,2.2494820731331293,56200,449600
0.821,5e-05,0.97,2.272771472998368,56250,450000
0.7922,5e-05,0.97,2.208249234525497,56300,450400
0.8277,5e-05,0.97,2.2880501683418477,56350,450800
0.8271,5e-05,0.97,2.2866777500075153,56400,451200
0.8122,5e-05,0.98,2.25285882817597,56450,451600
0.8568,5e-05,0.98,2.355610665972998,56500,452000
0.8184,5e-05,0.98,2.266869942482771,56550,452400
0.8229,5e-05,0.98,2.277093843748965,56600,452800
0.8538,5e-05,0.98,2.3485544236307736,56650,453200
0.7862,5e-05,0.98,2.1950394082266955,56700,453600
0.8273,5e-05,0.98,2.287135131294121,56750,454000
0.8773,5e-05,0.98,2.4043990570356923,56800,454400
0.7505,5e-05,0.98,2.1180587812900926,56850,454800
0.8592,5e-05,0.98,2.361270921160636,56900,455200
0.8815,5e-05,0.98,2.414518769595645,56950,455600
0.8709,5e-05,0.98,2.3890600402814193,57000,456000
0.8188,5e-05,0.99,2.267776871833542,57050,456400
0.809,5e-05,0.99,2.245661202269231,57100,456800
0.8207,5e-05,0.99,2.2720897438209584,57150,457200
0.7789,5e-05,0.99,2.1790739653130835,57200,457600
0.8284,5e-05,0.99,2.2896523641628015,57250,458000
0.8044,5e-05,0.99,2.235354883445556,57300,458400
0.7747,5e-05,0.99,2.1699410472121663,57350,458800
0.7733,5e-05,0.99,2.1669052552962564,57400,459200
0.8344,5e-05,0.99,2.3034315746416083,57450,459600
0.8331,5e-05,0.99,2.300439059151089,57500,460000
0.846,5e-05,0.99,2.3303069567618055,57550,460400
0.8406,5e-05,1.0,2.317757213996618,57600,460800
0.8595,5e-05,1.0,2.3619794087048027,57650,461200
0.8285,5e-05,1.0,2.2898813408478613,57700,461600
0.8388,5e-05,1.0,2.313589003526264,57750,462000
0.8364,5e-05,1.0,2.308043047726819,57800,462400
0.8482,5e-05,1.0,2.3354392755473103,57850,462800
